,session_id,mall_id,lat,lng,activity,uniqueCount,totActiveDays,home_lat,home_long,mallidNearHome,work_lat,work_long,mallidNearWork,home_office_dist,one_home_dist,one_work_dist
427,148215037508215,1078,41.110367,29.131603,Residence,4,9,41.11352901,29.13316545,1078,40.98296985,29.02731794,0,17.04,0.38,16.67
440,148217063883658,1082,41.058075,28.980726,Residence,3,9,41.05596017,28.98155867,1082,41.05596017,28.98155867,1082,0,0.25,0.25
441,148217063883658,1082,41.058075,28.980726,Work,1,9,41.05596017,28.98155867,1082,41.05596017,28.98155867,1082,0,0.25,0.25
534,148240623922351,1080,41.024788,28.978239,Residence,3,9,41.02618737,28.97640902,1080,41.10787725,29.00762844,116,9.46,0.22,9.57
535,148240623922351,1110,41.030804,28.983236,Residence,1,9,41.02618737,28.97640902,1080,41.10787725,29.00762844,116,9.46,0.77,8.82
598,148311836881324,1071,41.047516,28.994026,Residence,2,9,40.97965223,37.89675786,0,40.97965223,37.89675786,0,0,747.51,747.51
6,148189409525012,84,40.96933,29.091743,Work,1,8,40.96748595,29.09523704,84,40.96748595,29.09523704,84,0,0.36,0.36
67,148192518390500,1025,41.034428,28.983999,Residence,1,8,41.04543432,28.93496399,0,41.04543432,28.93496399,0,0,4.3,4.3
112,148195869547715,25,41.07671,29.027039,Work,14,8,41.08047074,29.0351956,1045,41.08047074,29.0351956,1045,0,0.8,0.8
113,148195869547715,1045,41.080986,29.035622,Residence,3,8,41.08047074,29.0351956,1045,41.08047074,29.0351956,1045,0,0.07,0.07
135,148196636812959,24,41.076225,29.011829,Work,1,8,41.01512598,29.05036078,0,41.04360199,29.01495631,0,4.35,7.53,3.64
284,148204360922266,1064,41.01038,28.96965,Work,1,8,41.10971917,28.85017501,0,41.10971917,28.85017501,0,0,14.93,14.93
314,148205165497606,1059,41.006886,29.033216,Residence,3,8,41.00527711,29.03895571,1059,41.10797252,29.00796554,116,11.72,0.51,11.45
355,148207232068820,1043,41.041405,28.997549,Residence,2,8,38.43718484,27.17513114,0,38.43718484,27.17513114,0,0,329.19,329.19
367,148208289339944,93,40.937439,29.326969,Work,1,8,40.92500566,29.30531586,0,40.92500566,29.30531586,0,0,2.29,2.29
368,148208355809735,94,41.04657,28.897532,Work,1,8,41.01909866,28.60460904,0,41.02253596,28.6072127,0,0.44,24.79,24.52
393,148212181775257,82,41.05365,28.993231,Work,3,8,41.05148309,28.92237619,0,41.05450692,28.99048058,82,5.73,5.95,0.25
543,148248188774019,1102,38.283974,26.37542,Work,2,8,38.29992982,26.37454224,0,38.28429912,26.37667255,1102_1103,1.75,1.78,0.12
555,148266535719814,35,41.062988,28.807287,Residence,2,8,41.05965025,28.80474911,35,41.0568508,28.80594944,0,0.33,0.43,0.69
560,148269613881207,1067,40.971657,29.060005,Work,3,8,40.97205132,29.05459323,1067,40.97205132,29.05459323,1067,0,0.46,0.46
570,148277760933139,1059,41.006886,29.033216,Work,2,8,41.01312141,29.12008918,0,40.95345775,29.11774211,0,6.64,7.33,9.26
599,148312873118008,76,41.068562,29.005823,Residence,2,8,41.06445122,29.00856998,76,41.08989114,29.01498065,0,2.88,0.51,2.5
30,148191114007835,1022,40.97739,29.041759,Work,1,7,40.9574069,29.09015078,0,40.9574069,29.09015078,0,0,4.64,4.64
62,148192230864794,1095,41.040092,28.987194,Work,1,7,41.04118493,28.99684199,1043,41.03983871,28.98469353,1095,1.03,0.82,0.21
63,148192230864794,1043,41.041405,28.997549,Residence,1,7,41.04118493,28.99684199,1043,41.03983871,28.98469353,1095,1.03,0.06,1.09
64,148192230864794,1095,41.040092,28.987194,Residence,1,7,41.04118493,28.99684199,1043,41.03983871,28.98469353,1095,1.03,0.82,0.21
90,148195221479171,1014,39.911747,32.811314,Work,2,7,39.93866175,32.64536066,0,39.90945902,32.81289824,1014,14.67,14.48,0.29
91,148195277963638,56,39.970699,32.714779,Residence,1,7,39.97408222,32.70935313,0,39.97408222,32.70935313,0,0,0.6,0.6
114,148195926782378,84,40.96933,29.091743,Residence,2,7,37.88415256,32.49020209,0,37.87093565,32.4864947,0,1.51,450.86,451.79
136,148196755273880,74,41.053925,28.79114,Residence,2,7,41.0515234,28.79223454,74,41.0515234,28.79223454,74,0,0.28,0.28
162,148197468073872,1074,40.955952,29.08083,Residence,6,7,40.95630843,29.08243194,1074_1016,40.95630843,29.08243194,1074_1016,0,0.14,0.14
220,148199658755221,72,41.001488,29.054775,Work,3,7,41.00451326,29.05289035,72,41.00451326,29.05289035,72,0,0.37,0.37
221,148199658755221,72,41.001488,29.054775,Residence,3,7,41.00451326,29.05289035,72,41.00451326,29.05289035,72,0,0.37,0.37
239,148200836344520,78,41.086391,28.982019,Residence,3,7,41.08352616,28.98077522,78,41.06528221,29.00860357,76,3.09,0.34,3.24
242,148201048334851,74,41.053925,28.79114,Work,1,7,41.05352476,28.79573773,74,41.05352476,28.79573773,74,0,0.39,0.39
280,148204179406998,1024,41.010406,28.969629,Work,4,7,41.09919128,28.8781769,0,41.01422785,28.9708573,1024,12.25,12.51,0.44
285,148204618532984,72,41.001488,29.054775,Work,1,7,41.00439107,29.05077864,72,41.00439107,29.05077864,72,0,0.47,0.47
298,148204915340243,1082,41.058075,28.980726,Work,1,7,41.05604341,28.98082012,1082,41.05407672,28.98857351,82,0.69,0.23,0.8
299,148204915340243,82,41.05365,28.993231,Work,2,7,41.05604341,28.98082012,1082,41.05407672,28.98857351,82,0.69,1.08,0.39
300,148204915340243,1082,41.058075,28.980726,Residence,1,7,41.05604341,28.98082012,1082,41.05407672,28.98857351,82,0.69,0.23,0.8
324,148205338122974,82,41.05365,28.993231,Work,2,7,41.16006883,29.02542882,0,41.16006883,29.02542882,0,0,12.15,12.15
361,148207788684682,36,40.9883,29.086309,Work,1,7,40.9611424,29.10385523,0,40.9611424,29.10385523,0,0,3.36,3.36
426,148214899281542,1082,41.058075,28.980726,Work,4,7,41.04638902,28.97367976,0,41.05635979,28.98611895,1082,1.52,1.43,0.49
450,148218189543490,1090,41.030792,28.974257,Work,1,7,41.03316321,28.97672976,1090,41.03316321,28.97672976,1090,0,0.34,0.34
473,148223938135323,72,41.001488,29.054775,Work,1,7,41.05336582,29.00372771,0,41.05336582,29.00372771,0,0,7.19,7.19
474,148223938135323,26,41.109474,29.030212,Work,1,7,41.05336582,29.00372771,0,41.05336582,29.00372771,0,0,6.63,6.63
475,148223938135323,27,41.066319,29.017076,Work,1,7,41.05336582,29.00372771,0,41.05336582,29.00372771,0,0,1.83,1.83
476,148223938135323,66,39.911217,32.81263,Work,2,7,41.05336582,29.00372771,0,41.05336582,29.00372771,0,0,346.62,346.62
503,148231782539511,1111,41.025745,28.958967,Residence,1,7,41.09911948,28.8702823,0,41.09911948,28.8702823,0,0,11.05,11.05
546,148251186283135,1039,39.900524,32.809502,Work,1,7,39.8992395,32.80268575,105,39.89838244,32.80687117,1039,0.37,0.6,0.33
548,148256466383257,26,41.109474,29.030212,Work,1,7,41.19208717,28.90394417,0,40.96392632,29.07140255,0,29.03,14.02,16.57
561,148272625304365,1008,39.902695,32.809055,Residence,3,7,39.90491698,32.8057625,1008,39.90491698,32.8057625,1008,0,0.37,0.37
562,148272625304365,1009,39.896866,32.866734,Work,1,7,39.90491698,32.8057625,1008,39.90491698,32.8057625,1008,0,5.28,5.28
563,148272625304365,1008,39.902695,32.809055,Work,4,7,39.90491698,32.8057625,1008,39.90491698,32.8057625,1008,0,0.37,0.37
575,148283310401993,1064,41.01038,28.96965,Work,5,7,41.00507814,28.92535829,0,41.00722029,28.97316907,1064,4.02,3.77,0.46
577,148284177404211,1047,40.816704,29.29525,Residence,2,7,40.8170622,29.29710018,1047,40.86411661,29.29733549,0,5.24,0.16,5.28
578,148284177404211,1047,40.816704,29.29525,Work,1,7,40.8170622,29.29710018,1047,40.86411661,29.29733549,0,5.24,0.16,5.28
583,148287554573108,79,41.020855,29.03953,Work,2,7,41.06931511,29.0708502,0,41.02333415,29.04463806,79,5.57,6,0.51
595,148303529978418,1077,41.030857,28.973768,Work,1,7,41.02882957,28.97306415,1077,41.02882957,28.97306415,1077,0,0.23,0.23
596,148303529978418,1077,41.030857,28.973768,Residence,4,7,41.02882957,28.97306415,1077,41.02882957,28.97306415,1077,0,0.23,0.23
600,148330033927570,82,41.05365,28.993231,Residence,1,7,40.05111657,26.3499178,0,40.05111657,26.3499178,0,0,249.87,249.87
51,148191777616305,75,41.006882,28.797319,Work,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,148197920829347,28,39.910645,32.778347,Work,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,148198307563030,1059,41.006886,29.033216,Residence,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,148198943239869,1063,41.059879,28.980932,Work,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,148202108547857,62,39.900246,32.691257,Work,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,148204862977002,26,41.109474,29.030212,Work,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,148205497806394,26,41.109474,29.030212,Work,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,148205876729021,1082,41.058075,28.980726,Residence,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,148206597715137,92,41.06768,28.992279,Residence,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,148210198603118,30,41.062481,28.993097,Residence,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,148216717652741,72,41.001488,29.054775,Work,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,148216717652741,72,41.001488,29.054775,Residence,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,148218287161783,1110,41.030804,28.983236,Residence,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,148240901626773,71,41.04797,28.80934,Work,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,148261633898294,1063,41.059879,28.980932,Residence,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,148279404176446,30,41.062481,28.993097,Work,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,148300078339001,82,41.05365,28.993231,Work,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,148189734747032,1096,40.986317,29.103914,Residence,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,148192548759808,1055,41.049744,28.990915,Residence,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,148195193106712,80,40.97773,28.873442,Work,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,148195588739956,1032,40.956936,29.080084,Residence,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,148195808139602,1029,40.956676,29.080462,Residence,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,148197827999897,88,40.98584,29.100296,Work,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,148198535649688,1049,41.077419,29.028307,Residence,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,148198535649688,25,41.07671,29.027039,Residence,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,148199218548942,80,40.97773,28.873442,Residence,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,148203092120238,87,41.077419,29.011221,Work,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,148205447127065,1032,40.956936,29.080084,Work,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,148206914157679,90,41.085014,29.006083,Residence,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,148212605909798,30,41.062481,28.993097,Residence,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,148215339988502,24,41.076225,29.011829,Work,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,148235085438623,1059,41.006886,29.033216,Residence,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,148269566227524,90,41.085014,29.006083,Work,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,148345835654049,26,41.109474,29.030212,Work,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,148345835654049,26,41.109474,29.030212,Residence,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,148191218229675,1062,41.076756,29.04274,Residence,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,148191326319259,1048,41.048389,28.993444,Work,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,148194472800573,1011,40.987534,29.120331,Residence,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,148195581038172,84,40.96933,29.091743,Work,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,148198034862073,90,41.085014,29.006083,Residence,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,148201841386219,88,40.98584,29.100296,Residence,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,148202884221672,1049,41.077419,29.028307,Work,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,148202884221672,1002,41.08334,29.012632,Work,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,148202884221672,1057,41.083012,29.034481,Residence,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,148205016705488,1078,41.110367,29.131603,Residence,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,148205717573521,25,41.07671,29.027039,Work,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,148205717573521,25,41.07671,29.027039,Residence,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,148213751175894,90,41.085014,29.006083,Work,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,148214139081615,39,41.070751,28.917419,Residence,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,148214139081615,39,41.070751,28.917419,Work,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,148220736954889,89,41.070644,29.00189,Work,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,148224186647220,27,41.066319,29.017076,Work,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,148224232097940,77,40.98867,28.845539,Work,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,148225165239636,1045,41.080986,29.035622,Residence,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,148225217692234,1064,41.01038,28.96965,Work,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,148225638582059,1059,41.006886,29.033216,Work,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,148232878775582,1063,41.059879,28.980932,Residence,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,148251212774127,1002,41.08334,29.012632,Work,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,148258830332060,73,40.964191,28.80168,Residence,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,148301692798809,72,41.001488,29.054775,Residence,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,148311774444537,77,40.98867,28.845539,Residence,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,148354477256531,1057,41.083012,29.034481,Residence,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,148195707446428,1045,41.080986,29.035622,Work,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,148196942074553,80,40.97773,28.873442,Residence,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,148197486336656,1022,40.97739,29.041759,Residence,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,148201367587067,30,41.062481,28.993097,Work,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,148201367587067,1046,40.959423,29.072475,Residence,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,148201556152098,1067,40.971657,29.060005,Residence,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,148202933997775,1082,41.058075,28.980726,Residence,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,148206289568214,1064,41.01038,28.96965,Work,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,148207053660093,27,41.066319,29.017076,Work,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,148208698019469,77,40.98867,28.845539,Residence,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,148232885318173,87,41.077419,29.011221,Work,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,148234557591709,71,41.04797,28.80934,Work,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,148282692986893,30,41.062481,28.993097,Work,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,148291502500201,1054,41.035179,28.988338,Residence,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,148356710748656,27,41.066319,29.017076,Work,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,148369381895449,1046,40.959423,29.072475,Work,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,148369381895449,1071,41.047516,28.994026,Residence,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,148369544421241,79,41.020855,29.03953,Work,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,148369544421241,1067,40.971657,29.060005,Work,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,148369786168191,55,39.882961,32.685566,Residence,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,148370196440205,1048,41.048389,28.993444,Work,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,148370642971813,1123,41.042507,29.001322,Work,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,148370642971813,1033,41.038063,28.983295,Residence,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,148371193329087,1082,41.058075,28.980726,Residence,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,148371350702935,77,40.98867,28.845539,Residence,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,148371709570570,34,40.977467,28.871523,Work,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,148371840095509,82,41.05365,28.993231,Residence,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,148372020787061,34,40.977467,28.871523,Work,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,148372020787061,80,40.97773,28.873442,Work,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,148372502212591,24,41.076225,29.011829,Work,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,148373072320927,79,41.020855,29.03953,Work,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,148373072320927,79,41.020855,29.03953,Residence,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,148373120539669,1023,41.058266,28.980352,Residence,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,148373484706245,1059,41.006886,29.033216,Residence,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,148373548361244,77,40.98867,28.845539,Residence,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,148191269468355,78,41.086391,28.982019,Residence,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,148198643015243,93,40.937439,29.326969,Work,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,148213434703398,29,39.910645,32.776825,Residence,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,148221436949581,86,40.995384,28.909842,Residence,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,148229692743331,38,41.003078,28.68808,Work,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,148276757853979,1077,41.030857,28.973768,Work,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,148282572453346,30,41.062481,28.993097,Residence,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,148282652228101,82,41.05365,28.993231,Work,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,148370795504179,37,41.01128,28.81583,Work,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,148372030132069,72,41.001488,29.054775,Work,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,148372123044320,30,41.062481,28.993097,Work,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,148372362254444,1074,40.955952,29.08083,Work,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,148373683127086,1064,41.01038,28.96965,Work,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,148373844231666,92,41.06768,28.992279,Residence,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,148373854521230,1048,41.048389,28.993444,Work,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,148373854521230,76,41.068562,29.005823,Residence,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,148374051533646,77,40.98867,28.845539,Residence,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,148374059654673,26,41.109474,29.030212,Work,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,148374623288610,25,41.07671,29.027039,Residence,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,148375544139717,1063,41.059879,28.980932,Residence,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,148376209096074,36,40.9883,29.086309,Residence,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,148376838401057,1121,41.064659,29.032145,Work,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,148376838401057,1121,41.064659,29.032145,Residence,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,148378440331477,23,39.848064,32.835148,Residence,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,148379229554449,37,41.01128,28.81583,Residence,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,148379768640386,1069,41.059536,29.035246,Residence,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,148379768640386,1069,41.059536,29.035246,Work,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,148381818233709,93,40.937439,29.326969,Residence,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,148189322470242,34,40.977467,28.871523,Work,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,148189463324796,25,41.07671,29.027039,Residence,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,148198394865747,86,40.995384,28.909842,Work,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,148205368211695,1082,41.058075,28.980726,Work,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,148207445054553,34,40.977467,28.871523,Work,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,148209241031776,30,41.062481,28.993097,Residence,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,148239689382166,84,40.96933,29.091743,Work,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,148241717948617,1064,41.01038,28.96965,Work,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,148373847649009,74,41.053925,28.79114,Residence,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,148376567344301,31,40.982479,29.13283,Residence,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,148376855191572,1074,40.955952,29.08083,Work,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,148377884737037,72,41.001488,29.054775,Work,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
